Image ID,Resolution Category,Size (KB),Time Taken (ms),TrialNum,Method,Filters
15,1080p,329,22.00,6,JS,SepiaTone
15,1080p,329,33.60,6,WASM,SepiaTone
15,1080p,329,14.00,7,JS,SepiaTone
15,1080p,329,32.00,7,WASM,SepiaTone
15,1080p,329,15.30,8,JS,SepiaTone
15,1080p,329,33.70,8,WASM,SepiaTone
15,1080p,329,21.90,9,JS,SepiaTone
15,1080p,329,31.70,9,WASM,SepiaTone
15,1080p,329,14.10,10,JS,SepiaTone
15,1080p,329,34.50,10,WASM,SepiaTone
16,1080p,409,17.40,1,JS,SepiaTone
16,1080p,409,33.30,1,WASM,SepiaTone
16,1080p,409,17.20,2,JS,SepiaTone
16,1080p,409,32.70,2,WASM,SepiaTone
16,1080p,409,23.50,3,JS,SepiaTone
16,1080p,409,31.50,3,WASM,SepiaTone
16,1080p,409,23.50,4,JS,SepiaTone
16,1080p,409,30.70,4,WASM,SepiaTone
16,1080p,409,17.70,5,JS,SepiaTone
16,1080p,409,37.20,5,WASM,SepiaTone
16,1080p,409,15.50,6,JS,SepiaTone
16,1080p,409,43.60,6,WASM,SepiaTone
16,1080p,409,27.50,7,JS,SepiaTone
16,1080p,409,31.50,7,WASM,SepiaTone
16,1080p,409,23.90,8,JS,SepiaTone
16,1080p,409,38.70,8,WASM,SepiaTone
16,1080p,409,18.40,9,JS,SepiaTone
16,1080p,409,38.40,9,WASM,SepiaTone
16,1080p,409,15.50,10,JS,SepiaTone
16,1080p,409,33.60,10,WASM,SepiaTone
17,1080p,322,16.10,1,JS,SepiaTone
17,1080p,322,31.20,1,WASM,SepiaTone
17,1080p,322,17.10,2,JS,SepiaTone
17,1080p,322,38.30,2,WASM,SepiaTone
17,1080p,322,17.10,3,JS,SepiaTone
17,1080p,322,33.50,3,WASM,SepiaTone
17,1080p,322,14.20,4,JS,SepiaTone
17,1080p,322,32.00,4,WASM,SepiaTone
17,1080p,322,16.10,5,JS,SepiaTone
17,1080p,322,31.70,5,WASM,SepiaTone
17,1080p,322,14.50,6,JS,SepiaTone
17,1080p,322,33.50,6,WASM,SepiaTone
17,1080p,322,15.10,7,JS,SepiaTone
17,1080p,322,34.20,7,WASM,SepiaTone
17,1080p,322,14.30,8,JS,SepiaTone
17,1080p,322,34.00,8,WASM,SepiaTone
17,1080p,322,26.80,9,JS,SepiaTone
17,1080p,322,34.40,9,WASM,SepiaTone
17,1080p,322,14.10,10,JS,SepiaTone
17,1080p,322,32.60,10,WASM,SepiaTone
18,1080p,337,15.40,1,JS,SepiaTone
18,1080p,337,31.10,1,WASM,SepiaTone
18,1080p,337,23.10,2,JS,SepiaTone
18,1080p,337,31.20,2,WASM,SepiaTone
18,1080p,337,16.20,3,JS,SepiaTone
18,1080p,337,43.50,3,WASM,SepiaTone
18,1080p,337,14.80,4,JS,SepiaTone
18,1080p,337,32.40,4,WASM,SepiaTone
18,1080p,337,23.40,5,JS,SepiaTone
18,1080p,337,32.60,5,WASM,SepiaTone
18,1080p,337,14.40,6,JS,SepiaTone
18,1080p,337,37.00,6,WASM,SepiaTone
18,1080p,337,23.60,7,JS,SepiaTone
18,1080p,337,32.90,7,WASM,SepiaTone
18,1080p,337,15.70,8,JS,SepiaTone
18,1080p,337,33.90,8,WASM,SepiaTone
18,1080p,337,24.20,9,JS,SepiaTone
18,1080p,337,32.10,9,WASM,SepiaTone
18,1080p,337,21.30,10,JS,SepiaTone
18,1080p,337,31.80,10,WASM,SepiaTone
19,1080p,338,22.00,1,JS,SepiaTone
19,1080p,338,40.20,1,WASM,SepiaTone
19,1080p,338,27.40,2,JS,SepiaTone
19,1080p,338,32.00,2,WASM,SepiaTone
19,1080p,338,14.40,3,JS,SepiaTone
19,1080p,338,32.80,3,WASM,SepiaTone
19,1080p,338,21.50,4,JS,SepiaTone
19,1080p,338,31.10,4,WASM,SepiaTone
19,1080p,338,15.10,5,JS,SepiaTone
19,1080p,338,32.50,5,WASM,SepiaTone
19,1080p,338,16.10,6,JS,SepiaTone
19,1080p,338,31.80,6,WASM,SepiaTone
19,1080p,338,16.10,7,JS,SepiaTone
19,1080p,338,36.30,7,WASM,SepiaTone
19,1080p,338,15.80,8,JS,SepiaTone
19,1080p,338,38.40,8,WASM,SepiaTone
19,1080p,338,14.50,9,JS,SepiaTone
19,1080p,338,39.70,9,WASM,SepiaTone
19,1080p,338,15.60,10,JS,SepiaTone
19,1080p,338,32.20,10,WASM,SepiaTone
20,1080p,381,23.40,1,JS,SepiaTone
20,1080p,381,32.40,1,WASM,SepiaTone
20,1080p,381,18.30,2,JS,SepiaTone
20,1080p,381,34.00,2,WASM,SepiaTone
20,1080p,381,16.30,3,JS,SepiaTone
20,1080p,381,33.20,3,WASM,SepiaTone
20,1080p,381,17.40,4,JS,SepiaTone
20,1080p,381,31.60,4,WASM,SepiaTone
20,1080p,381,16.00,5,JS,SepiaTone
20,1080p,381,32.90,5,WASM,SepiaTone
20,1080p,381,17.30,6,JS,SepiaTone
20,1080p,381,31.90,6,WASM,SepiaTone
20,1080p,381,20.20,7,JS,SepiaTone
20,1080p,381,31.90,7,WASM,SepiaTone
20,1080p,381,25.50,8,JS,SepiaTone
20,1080p,381,32.60,8,WASM,SepiaTone
20,1080p,381,17.50,9,JS,SepiaTone
20,1080p,381,30.80,9,WASM,SepiaTone
20,1080p,381,27.90,10,JS,SepiaTone
20,1080p,381,32.30,10,WASM,SepiaTone
21,2K,475,26.60,1,JS,SepiaTone
21,2K,475,63.40,1,WASM,SepiaTone
21,2K,475,36.00,2,JS,SepiaTone
21,2K,475,61.00,2,WASM,SepiaTone
21,2K,475,26.70,3,JS,SepiaTone
21,2K,475,55.70,3,WASM,SepiaTone
21,2K,475,28.60,4,JS,SepiaTone
21,2K,475,55.90,4,WASM,SepiaTone
21,2K,475,32.10,5,JS,SepiaTone
21,2K,475,58.90,5,WASM,SepiaTone
21,2K,475,32.90,6,JS,SepiaTone
21,2K,475,56.30,6,WASM,SepiaTone
21,2K,475,32.40,7,JS,SepiaTone
21,2K,475,67.70,7,WASM,SepiaTone
21,2K,475,27.20,8,JS,SepiaTone
21,2K,475,56.70,8,WASM,SepiaTone
21,2K,475,27.30,9,JS,SepiaTone
21,2K,475,57.10,9,WASM,SepiaTone
21,2K,475,32.20,10,JS,SepiaTone
21,2K,475,63.50,10,WASM,SepiaTone
22,2K,631,32.80,1,JS,SepiaTone
22,2K,631,55.70,1,WASM,SepiaTone
22,2K,631,32.40,2,JS,SepiaTone
22,2K,631,55.00,2,WASM,SepiaTone
22,2K,631,27.80,3,JS,SepiaTone
22,2K,631,54.70,3,WASM,SepiaTone
22,2K,631,28.50,4,JS,SepiaTone
22,2K,631,59.40,4,WASM,SepiaTone
22,2K,631,37.10,5,JS,SepiaTone
22,2K,631,55.10,5,WASM,SepiaTone
22,2K,631,26.80,6,JS,SepiaTone
22,2K,631,54.50,6,WASM,SepiaTone
22,2K,631,34.90,7,JS,SepiaTone
22,2K,631,54.60,7,WASM,SepiaTone
22,2K,631,36.70,8,JS,SepiaTone
22,2K,631,55.40,8,WASM,SepiaTone
22,2K,631,34.30,9,JS,SepiaTone
22,2K,631,59.00,9,WASM,SepiaTone
22,2K,631,44.90,10,JS,SepiaTone
22,2K,631,54.50,10,WASM,SepiaTone
23,2K,580,32.20,1,JS,SepiaTone
23,2K,580,54.40,1,WASM,SepiaTone
23,2K,580,29.80,2,JS,SepiaTone
23,2K,580,63.40,2,WASM,SepiaTone
23,2K,580,27.50,3,JS,SepiaTone
23,2K,580,58.50,3,WASM,SepiaTone
23,2K,580,36.60,4,JS,SepiaTone
23,2K,580,55.90,4,WASM,SepiaTone
23,2K,580,32.90,5,JS,SepiaTone
23,2K,580,54.20,5,WASM,SepiaTone
23,2K,580,35.80,6,JS,SepiaTone
23,2K,580,54.80,6,WASM,SepiaTone
23,2K,580,32.80,7,JS,SepiaTone
23,2K,580,54.80,7,WASM,SepiaTone
23,2K,580,32.50,8,JS,SepiaTone
23,2K,580,61.40,8,WASM,SepiaTone
23,2K,580,25.10,9,JS,SepiaTone
23,2K,580,57.00,9,WASM,SepiaTone
23,2K,580,33.00,10,JS,SepiaTone
23,2K,580,55.10,10,WASM,SepiaTone
24,2K,579,31.50,1,JS,SepiaTone
24,2K,579,59.30,1,WASM,SepiaTone
24,2K,579,27.10,2,JS,SepiaTone
24,2K,579,62.70,2,WASM,SepiaTone
24,2K,579,32.90,3,JS,SepiaTone
24,2K,579,58.70,3,WASM,SepiaTone
24,2K,579,32.20,4,JS,SepiaTone
24,2K,579,53.90,4,WASM,SepiaTone
24,2K,579,34.00,5,JS,SepiaTone
24,2K,579,54.90,5,WASM,SepiaTone
24,2K,579,35.60,6,JS,SepiaTone
24,2K,579,55.60,6,WASM,SepiaTone
24,2K,579,33.60,7,JS,SepiaTone
24,2K,579,55.50,7,WASM,SepiaTone
24,2K,579,32.80,8,JS,SepiaTone
24,2K,579,62.80,8,WASM,SepiaTone
24,2K,579,32.90,9,JS,SepiaTone
24,2K,579,56.70,9,WASM,SepiaTone
24,2K,579,37.00,10,JS,SepiaTone
24,2K,579,55.40,10,WASM,SepiaTone
25,2K,603,34.60,1,JS,SepiaTone
25,2K,603,54.80,1,WASM,SepiaTone
25,2K,603,32.70,2,JS,SepiaTone
25,2K,603,56.80,2,WASM,SepiaTone
25,2K,603,35.20,3,JS,SepiaTone
25,2K,603,54.70,3,WASM,SepiaTone
25,2K,603,34.20,4,JS,SepiaTone
25,2K,603,60.50,4,WASM,SepiaTone
25,2K,603,34.70,5,JS,SepiaTone
25,2K,603,54.40,5,WASM,SepiaTone
25,2K,603,37.80,6,JS,SepiaTone
