FileID,FileName,TimeTaken (ms),TrialNum,Method,EncryptionMethod
6,dataset_6.csv,13159.50,3,JS,vigenere
6,dataset_6.csv,8910.80,3,WASM,vigenere
6,dataset_6.csv,13609.20,4,JS,vigenere
6,dataset_6.csv,8964.20,4,WASM,vigenere
6,dataset_6.csv,13633.00,5,JS,vigenere
6,dataset_6.csv,9169.70,5,WASM,vigenere
6,dataset_6.csv,13662.10,6,JS,vigenere
6,dataset_6.csv,9157.40,6,WASM,vigenere
6,dataset_6.csv,13573.90,7,JS,vigenere
6,dataset_6.csv,8933.20,7,WASM,vigenere
6,dataset_6.csv,13335.90,8,JS,vigenere
6,dataset_6.csv,10608.40,8,WASM,vigenere
6,dataset_6.csv,13763.50,9,JS,vigenere
6,dataset_6.csv,8702.00,9,WASM,vigenere
6,dataset_6.csv,13666.20,10,JS,vigenere
6,dataset_6.csv,8964.90,10,WASM,vigenere
7,dataset_7.csv,12695.80,1,JS,vigenere
7,dataset_7.csv,9211.30,1,WASM,vigenere
7,dataset_7.csv,13170.60,2,JS,vigenere
7,dataset_7.csv,9048.40,2,WASM,vigenere
7,dataset_7.csv,13374.20,3,JS,vigenere
7,dataset_7.csv,8963.50,3,WASM,vigenere
7,dataset_7.csv,13347.90,4,JS,vigenere
7,dataset_7.csv,8998.90,4,WASM,vigenere
7,dataset_7.csv,13473.50,5,JS,vigenere
7,dataset_7.csv,8814.70,5,WASM,vigenere
7,dataset_7.csv,13301.10,6,JS,vigenere
7,dataset_7.csv,8896.70,6,WASM,vigenere
7,dataset_7.csv,13922.60,7,JS,vigenere
7,dataset_7.csv,8961.00,7,WASM,vigenere
7,dataset_7.csv,14486.60,8,JS,vigenere
7,dataset_7.csv,9116.80,8,WASM,vigenere
7,dataset_7.csv,14973.60,9,JS,vigenere
7,dataset_7.csv,9181.80,9,WASM,vigenere
7,dataset_7.csv,13577.70,10,JS,vigenere
7,dataset_7.csv,9065.10,10,WASM,vigenere
8,dataset_8.csv,12468.40,1,JS,vigenere
8,dataset_8.csv,8913.90,1,WASM,vigenere
8,dataset_8.csv,13238.30,2,JS,vigenere
