Image ID,Resolution Category,Size (KB),Time Taken (ms),TrialNum,Method,Filters
27,2K,720,349.10,5,JS,SobelFilter
27,2K,720,31.50,5,WASM,SobelFilter
27,2K,720,346.20,6,JS,SobelFilter
27,2K,720,29.70,6,WASM,SobelFilter
27,2K,720,348.60,7,JS,SobelFilter
27,2K,720,29.10,7,WASM,SobelFilter
27,2K,720,334.60,8,JS,SobelFilter
27,2K,720,29.20,8,WASM,SobelFilter
27,2K,720,406.30,9,JS,SobelFilter
27,2K,720,31.90,9,WASM,SobelFilter
27,2K,720,364.30,10,JS,SobelFilter
27,2K,720,36.80,10,WASM,SobelFilter
28,2K,681,376.80,1,JS,SobelFilter
28,2K,681,29.40,1,WASM,SobelFilter
28,2K,681,352.80,2,JS,SobelFilter
28,2K,681,30.10,2,WASM,SobelFilter
28,2K,681,355.20,3,JS,SobelFilter
28,2K,681,31.60,3,WASM,SobelFilter
28,2K,681,425.70,4,JS,SobelFilter
28,2K,681,48.00,4,WASM,SobelFilter
28,2K,681,629.30,5,JS,SobelFilter
28,2K,681,41.50,5,WASM,SobelFilter
28,2K,681,482.70,6,JS,SobelFilter
28,2K,681,37.70,6,WASM,SobelFilter
28,2K,681,465.70,7,JS,SobelFilter
28,2K,681,36.30,7,WASM,SobelFilter
28,2K,681,423.90,8,JS,SobelFilter
28,2K,681,30.90,8,WASM,SobelFilter
28,2K,681,367.00,9,JS,SobelFilter
28,2K,681,35.40,9,WASM,SobelFilter
28,2K,681,350.40,10,JS,SobelFilter
28,2K,681,28.70,10,WASM,SobelFilter
29,2K,727,363.30,1,JS,SobelFilter
29,2K,727,30.30,1,WASM,SobelFilter
29,2K,727,355.30,2,JS,SobelFilter
29,2K,727,31.10,2,WASM,SobelFilter
29,2K,727,396.60,3,JS,SobelFilter
29,2K,727,36.60,3,WASM,SobelFilter
29,2K,727,389.90,4,JS,SobelFilter
29,2K,727,30.80,4,WASM,SobelFilter
29,2K,727,363.80,5,JS,SobelFilter
29,2K,727,29.90,5,WASM,SobelFilter
29,2K,727,352.40,6,JS,SobelFilter
29,2K,727,29.40,6,WASM,SobelFilter
29,2K,727,360.60,7,JS,SobelFilter
29,2K,727,32.00,7,WASM,SobelFilter
29,2K,727,329.50,8,JS,SobelFilter
29,2K,727,26.40,8,WASM,SobelFilter
29,2K,727,338.90,9,JS,SobelFilter
29,2K,727,40.50,9,WASM,SobelFilter
29,2K,727,357.30,10,JS,SobelFilter
29,2K,727,29.90,10,WASM,SobelFilter
